,City,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed,Cloudiness
66,Dhidhdhoo,MV,1578277565,77,6.88,73.1,301.06,5.21,31
67,Sheoganj,IN,1578277565,43,25.14,73.07,288.14,1.86,13
68,Viedma,AR,1578277414,93,-40.81,-62.99,287.48,1.35,95
69,Katsuura,JP,1578277148,54,33.93,134.5,284.82,2.6,40
70,Cidreira,BR,1578277148,84,-30.17,-50.22,296.87,10.35,0
71,Khatanga,RU,1578277156,98,71.98,102.47,253.79,2.54,99
72,Cuamba,MZ,1578277566,91,-14.8,36.54,293.58,0.54,100
73,Shatrovo,BG,1578277566,68,42.29,22.98,272.15,2.6,75
74,East London,ZA,1578277566,77,-33.02,27.91,295.27,2.41,44
75,Bara,NG,1578277566,39,10.41,10.6,288.6,2.62,71
76,Huoqiu,CN,1578277566,91,32.34,116.27,281.68,4.43,100
77,Puerto Ayora,EC,1578277567,82,-0.74,-90.35,297.59,1.79,0
78,Benghazi,LY,1578277397,64,32.12,20.07,286.26,12.71,100
79,Nanakuli,US,1578277567,69,21.39,-158.15,300.93,7.2,20
80,Pevek,RU,1578277334,80,69.7,170.27,251.32,1.72,0
81,Ancud,CL,1578277359,81,-41.87,-73.83,284.15,2.1,90
82,Clyde River,CA,1578277378,52,70.47,-68.59,234.15,8.2,1
83,Bambous Virieux,MU,1578277567,94,-20.34,57.76,297.15,4.6,40
84,Orlik,PL,1578277568,91,53.95,17.74,274.26,5.1,75
85,Bethel,US,1578277315,68,60.79,-161.76,246.15,3.1,1
86,Lethem,GY,1578277568,42,3.38,-59.8,300.57,6.71,4
87,Muborak,UZ,1578277568,86,39.25,65.15,277.67,4.16,100
88,Port Lincoln,AU,1578277568,54,-34.72,135.86,293.18,4.57,2
89,Hithadhoo,MV,1578277337,73,-0.6,73.08,302.22,5.69,100
90,Havre-Saint-Pierre,CA,1578277343,78,50.23,-63.6,260.15,3.1,1
91,Hilo,US,1578277341,69,19.71,-155.08,298.15,6.7,90
92,Huichapan,MX,1578277402,19,20.38,-99.65,286.15,4.1,40
93,Chokurdakh,RU,1578277337,100,70.62,147.9,244.05,0.86,16
94,Lorengau,PG,1578277163,69,-2.02,147.27,302.79,3.83,68
95,Saskylakh,RU,1578277359,92,71.97,114.09,246.14,7.16,100
96,Cockburn Town,TC,1578277377,68,21.46,-71.14,298.41,3.65,2
97,Kongolo,CD,1578277570,97,-5.39,27.0,292.77,1.03,100
98,Lompoc,US,1578277145,58,34.64,-120.46,287.15,8.7,1
99,Provideniya,RU,1578277163,72,64.42,-173.23,249.21,3.62,83
100,Kapaa,US,1578277145,74,22.08,-159.32,300.15,8.7,75
101,Talnakh,RU,1578277428,92,69.49,88.39,266.15,12.0,40
102,Ostrovnoy,RU,1578277398,84,68.05,39.51,262.48,7.03,94
103,Aswan,EG,1578277399,49,24.09,32.9,281.15,3.6,0
104,Cayenne,GF,1578277352,83,4.94,-52.33,299.15,1.5,42
105,Saint-Philippe,CA,1578277343,66,45.36,-73.48,266.48,2.6,90
106,Aloleng,PH,1578277571,52,16.13,119.78,301.74,7.1,7
107,Butterworth,MY,1578277571,62,5.4,100.37,302.15,4.6,20
108,Telixtac,MX,1578277571,52,18.57,-98.77,291.48,0.56,79
109,Salalah,OM,1578277391,78,17.01,54.1,297.15,1.5,75
110,Victoria,BN,1578277228,66,5.28,115.24,303.15,1.5,75
111,Pochutla,MX,1578277572,69,15.74,-96.47,300.15,3.1,5
112,Puerto Baquerizo Moreno,EC,1578277572,86,-0.9,-89.6,297.66,5.06,51
113,Somoto,NI,1578277572,76,13.48,-86.58,294.09,2.24,56
114,Helena,US,1578277567,74,46.59,-112.04,273.15,3.1,20
115,Berlevag,NO,1578277426,75,70.86,29.09,269.42,6.77,100
116,Shitanjing,CN,1578277572,78,39.23,106.34,269.25,0.18,100
117,Zhaotong,CN,1578277573,67,27.34,103.71,282.6,5.31,47
118,Clearlake,US,1578277573,87,38.96,-122.63,283.15,1.5,1
119,Natchez,US,1578277573,62,31.56,-91.4,287.15,3.1,1
120,Huangchuan,CN,1578277573,93,24.57,102.46,288.71,9.0,75
121,Cotonou,BJ,1578277573,73,6.37,2.43,297.15,1.5,20
122,Evensk,RU,1578277574,46,61.92,159.24,254.11,1.99,6
123,Toora-Khem,RU,1578277574,93,52.47,96.11,253.61,0.69,86
124,Avarua,CK,1578277011,83,-21.21,-159.78,301.15,3.1,100
125,Bredasdorp,ZA,1578277327,72,-34.53,20.04,291.15,3.1,100
126,Yatou,CM,1578277430,94,3.63,9.81,299.15,1.0,20
127,Arraial do Cabo,BR,1578277574,86,-22.97,-42.02,297.64,1.12,100
128,Lavrentiya,RU,1578277163,81,65.58,-170.99,249.14,1.87,0
129,Upernavik,GL,1578277321,96,72.79,-56.15,238.46,6.97,94
130,Matara,BI,1578277405,92,-3.48,29.48,286.37,0.47,86
131,Tuktoyaktuk,CA,1578277147,74,69.44,-133.03,242.15,2.6,20
132,Thompson,CA,1578277360,84,55.74,-97.86,259.15,4.6,90
133,Araouane,ML,1578277575,22,18.9,-3.53,286.12,4.64,0
134,Nemuro,JP,1578277148,54,43.32,145.57,271.15,10.3,20
135,Yenagoa,NG,1578277576,74,4.92,6.26,296.25,0.37,4
136,Iqaluit,CA,1578277093,62,63.75,-68.52,246.15,2.6,90
137,Yumen,CN,1578277576,54,40.29,97.04,267.19,6.11,100
138,Shimoda,JP,1578277259,65,34.7,138.93,288.15,3.6,20
139,Borogontsy,RU,1578277576,97,62.67,131.17,253.8,2.58,100
140,Yellowknife,CA,1578277327,82,62.45,-114.38,246.15,2.6,5
141,Luderitz,NA,1578277330,85,-26.65,15.16,290.33,9.28,0
142,Severo-Kurilsk,RU,1578277172,91,50.68,156.12,270.18,3.77,99
143,Praia da Vitoria,PT,1578277577,88,38.73,-27.07,291.15,9.02,75
144,Nisia Floresta,BR,1578277577,83,-6.09,-35.21,300.15,2.6,40
145,Mar del Plata,AR,1578277577,57,-46.43,-67.52,286.72,10.38,64
146,Nikolskoye,RU,1578277339,79,59.7,30.79,269.82,1.0,100
147,Vila Velha,BR,1578277451,74,-3.71,-38.6,303.15,3.6,75
148,Dawei,MM,1578277577,68,14.07,98.19,299.36,3.53,0
149,Tevaitoa,PF,1578277577,77,-16.78,-151.5,300.78,6.14,7
150,Mehamn,NO,1578277578,81,71.03,27.85,264.7,3.81,100
151,Kodiak,US,1578277109,69,39.95,-94.76,276.48,2.9,1
152,Troitskoye,RU,1578277578,89,52.98,84.68,261.75,1.77,0
153,Parvatipuram,IN,1578277578,64,18.78,83.43,292.8,1.73,0
154,Lagunas,PE,1578277579,75,-5.23,-75.68,297.51,1.08,5
155,Ngunguru,NZ,1578277579,52,-35.62,174.5,294.82,4.47,8
156,San Patricio,PY,1578277579,53,-26.98,-56.83,299.04,3.78,0
157,Tautira,PF,1578277428,83,-17.73,-149.15,301.15,2.1,40
158,Borisoglebsk,RU,1578277579,96,51.37,42.08,273.15,2.85,95
159,Rio Gallegos,AR,1578277579,70,-51.62,-69.22,281.15,4.1,20
160,Amapa,HN,1578277346,93,15.09,-87.97,292.15,2.6,75
161,Balabac,PH,1578277579,72,7.99,117.06,301.82,6.92,37
162,Filadelfia,PY,1578277580,35,-22.35,-60.04,300.25,4.54,18
163,Atambua,ID,1578277580,79,-9.11,124.89,299.82,3.01,100
164,Valparaiso,US,1578277457,64,41.47,-87.06,277.15,7.7,90
165,Henties Bay,NA,1578277580,89,-22.12,14.28,290.37,0.89,75
166,Pisco,PE,1578277437,83,-13.71,-76.2,294.26,7.2,65
167,Rjukan,NO,1578277580,96,59.88,8.59,275.37,8.05,100
168,Belmonte,PT,1578277197,60,40.36,-7.35,275.37,0.28,0
169,Bahia Honda,CU,1578277581,59,22.9,-83.16,291.99,5.51,0
170,Broni,IT,1578277581,90,45.07,9.26,278.15,1.0,0
171,Norman Wells,CA,1578277581,73,65.28,-126.83,235.15,1.5,20
172,Narsaq,GL,1578277581,78,60.91,-46.05,265.15,1.44,100
173,Torbay,CA,1578277151,100,47.66,-52.73,272.59,13.4,90
174,Xapuri,BR,1578277581,97,-10.65,-68.5,295.22,0.48,61
175,Egvekinot,RU,1578277581,87,66.32,-179.17,248.13,4.3,0
176,Kifri,IQ,1578277581,59,34.69,44.96,282.39,2.25,15
177,Paithan,IN,1578277582,82,19.48,75.39,286.15,1.0,0
178,Rio Grande,BR,1578277582,84,-32.03,-52.1,295.93,0.45,31
179,Mahebourg,MU,1578277360,94,-20.41,57.7,297.15,4.6,40
180,Nizhniy Kuranakh,RU,1578277582,89,58.84,125.49,264.09,5.67,100
181,Kindu,CD,1578277582,98,-2.95,25.92,293.52,0.46,100
182,Sidi Ali,DZ,1578277334,88,36.1,0.42,280.14,1.25,0
183,Ribeira Grande,PT,1578277583,93,38.52,-28.7,288.73,7.47,100
184,Dukat,AL,1578277583,34,40.25,19.57,279.82,2.24,0
185,Guayaramerin,BO,1578277583,98,-10.82,-65.36,296.07,1.12,81
186,Esperance,AU,1578277337,16,-33.86,121.89,306.15,7.7,0
187,Sorland,NO,1578277320,80,67.67,12.69,278.15,6.2,75
188,Bashtanka,UA,1578277584,84,47.4,32.45,273.89,5.51,94
189,Oyama,JP,1578277584,42,36.31,139.8,290.93,1.5,40
190,Tasiilaq,GL,1578277307,90,65.61,-37.64,266.84,17.37,100
191,Dromolaxia,CY,1578277584,87,34.88,33.59,288.15,1.5,75
192,Hashtrud,IR,1578277585,76,37.48,47.05,269.23,0.17,56
193,Lasa,CY,1578277585,82,34.92,32.53,288.15,8.7,75
194,Outlook,CA,1578277379,78,51.48,-107.04,268.83,4.66,49
195,Santa Marta,CO,1578277585,65,11.24,-74.21,300.15,3.6,93
196,Hofn,IS,1578277586,95,64.25,-15.21,280.95,9.56,100
197,Gazimurskiy Zavod,RU,1578277586,91,51.55,118.33,260.43,1.96,100
198,Nha Trang,VN,1578277586,100,12.24,109.19,297.15,2.6,75
199,Leshukonskoye,RU,1578277345,93,64.9,45.76,266.32,3.76,98
200,Port-Gentil,GA,1578277586,76,-0.72,8.78,300.95,2.53,100
201,Caiaponia,BR,1578277586,99,-16.96,-51.81,292.78,2.07,13
202,Dikson,RU,1578277334,94,73.51,80.55,264.92,7.2,100
203,Hamilton,CA,1578277094,94,43.26,-79.87,273.71,7.7,90
204,Usinsk,RU,1578277169,94,66.0,57.56,260.74,5.72,100
205,Kabinda,CD,1578277587,96,-6.14,24.49,292.26,1.0,100
206,Nouadhibou,MR,1578277389,62,20.93,-17.03,288.15,6.2,25
207,Kimbe,PG,1578277587,74,-5.56,150.15,302.92,2.34,34
208,Oranjemund,ZA,1578277587,93,-28.55,16.43,288.15,2.19,12
209,Vaini,IN,1578277308,88,15.34,74.49,293.15,2.6,75
210,Tecoanapa,MX,1578277313,78,16.99,-99.26,300.15,1.0,40
211,Plettenberg Bay,ZA,1578277588,89,-34.05,23.37,292.02,1.76,99
212,Verkhnevilyuysk,RU,1578277588,99,63.45,120.31,251.04,0.69,87
213,Petropavlovsk-Kamchatskiy,RU,1578277058,59,53.05,158.65,274.15,6.0,75
214,Longyearbyen,NO,1578277321,70,78.22,15.63,255.15,5.7,20
215,Saint-Augustin,CA,1578277589,78,45.63,-73.98,265.93,1.5,20
216,Laguna,BZ,1578277433,73,16.17,-88.94,296.15,3.1,75
217,Fairbanks,US,1578277403,66,64.84,-147.72,246.48,0.96,100
218,Manyana,AU,1578277589,73,-35.26,150.51,295.15,5.7,100
219,Meulaboh,ID,1578277411,76,4.14,96.13,300.15,2.58,29
220,Mount Isa,AU,1578277589,27,-20.73,139.49,310.15,3.6,76
221,Kahului,US,1578277338,65,20.89,-156.47,298.15,8.2,20
222,Menongue,AO,1578277590,96,-14.66,17.68,289.02,1.2,57
223,Bitung,ID,1578277590,66,1.44,125.19,305.15,2.1,40
224,Luanda,AO,1578277272,88,-8.83,13.24,299.15,1.5,40
225,Xiamen,CN,1578277590,77,24.46,118.07,293.15,1.0,0
226,Shilovo,RU,1578277590,92,51.55,39.09,270.15,3.0,100
227,Redlands,US,1578277590,28,34.06,-117.19,292.15,5.1,40
228,Quatre Cocos,MU,1578277327,94,-20.21,57.76,297.15,4.6,40
229,North Bend,US,1578277591,93,43.41,-124.22,281.15,3.6,90
230,Karpathos,GR,1578277591,75,35.51,27.21,285.75,3.14,95
231,Fort Nelson,CA,1578277591,69,58.81,-122.69,250.15,3.6,75
232,Ilulissat,GL,1578277380,65,69.22,-51.1,260.15,6.7,100
233,Ixtapa,MX,1578277592,77,20.71,-105.21,294.82,1.98,5
234,Chuy,UY,1578277338,85,-33.69,-53.46,294.01,5.29,0
235,Old Town,US,1578277592,92,38.98,-76.93,274.26,1.27,1
236,Puerto El Triunfo,SV,1578277592,47,13.27,-88.55,300.15,6.2,0
237,Yar-Sale,RU,1578277592,89,66.83,70.83,260.96,6.53,0
238,Kutum,SD,1578277592,29,14.2,24.66,283.28,1.71,0
239,Tanout,NE,1578277343,29,14.97,8.88,286.25,5.87,86
240,Kalmunai,LK,1578277434,76,7.42,81.82,301.16,6.18,2
241,Vuktyl,RU,1578277593,96,63.86,57.31,262.8,2.73,100
242,Katobu,ID,1578277593,75,-4.94,122.53,301.65,2.91,100
243,Gushi,CN,1578277593,95,32.17,115.65,280.08,2.58,100
244,Jalu,LY,1578277593,63,29.03,21.55,283.05,7.33,0
245,Sterling,US,1578277593,92,39.0,-77.4,274.26,1.5,40
246,Vestmannaeyjar,IS,1578277415,91,63.44,-20.27,280.81,12.73,100
247,Slavyanka,RU,1578277594,53,42.86,131.39,270.17,3.7,100
248,Mayskiy,RU,1578277594,100,43.63,44.06,268.15,1.0,90
249,Margate,AU,1578277396,55,-43.03,147.26,298.15,7.2,20
250,Dongsheng,CN,1578277594,90,29.72,112.52,280.45,3.67,100
251,College,US,1578277594,66,64.86,-147.8,246.48,0.79,100
252,Colquechaca,BO,1578277594,66,-18.7,-66.0,284.75,1.47,0
253,Alofi,NU,1578277385,100,-19.06,-169.92,299.15,4.1,3
254,Bubaque,GW,1578277160,43,11.28,-15.83,298.16,7.82,0
255,Nelson Bay,AU,1578277595,73,-32.72,152.14,297.59,5.7,90
256,Garowe,SO,1578277595,79,8.41,48.48,295.41,3.88,88
257,Okato,NZ,1578277595,62,-39.19,173.88,290.37,7.15,31
258,Dhali,IN,1578277596,94,10.5,77.17,296.15,1.5,40
259,Riyadh,SA,1578277577,87,24.63,46.72,280.15,1.5,0
260,Ambajogai,IN,1578277596,58,18.73,76.39,290.89,4.21,33
261,Rakoshyno,UA,1578277596,78,48.47,22.6,269.82,2.58,1
262,Newcastle,AU,1578277576,73,-32.93,151.78,297.59,5.7,90
263,Sitka,US,1578277335,52,37.17,-99.65,275.37,2.97,0
264,Srednekolymsk,RU,1578277394,84,67.46,153.71,249.34,1.52,28
265,San Carlos del Zulia,VE,1578277597,87,9.0,-71.91,296.03,0.84,0
266,Chitungwiza,ZW,1578277597,88,-18.01,31.07,293.15,4.6,20
267,Ponta do Sol,BR,1578277598,96,-20.63,-46.0,292.37,1.0,2
268,Javanrud,IR,1578277598,96,34.8,46.49,269.54,1.42,100
269,Izhma,RU,1578277598,94,65.01,53.91,260.01,2.79,99
270,Ahipara,NZ,1578277339,76,-35.17,173.16,295.93,0.45,3
271,Shelburne,CA,1578277357,92,44.08,-80.2,272.15,4.1,90
272,Amposta,ES,1578277598,100,40.71,0.58,282.59,3.1,0
273,Port Hedland,AU,1578277598,35,-20.31,118.58,310.15,8.2,97
274,Lebu,ET,1578277335,76,8.96,38.73,285.15,3.6,20
275,Medvezhyegorsk,RU,1578277599,85,62.92,34.47,264.9,3.16,97
276,Algiers,US,1578277599,71,29.94,-90.04,287.15,3.1,1
277,Makokou,GA,1578277599,84,0.56,12.85,294.68,0.44,41
278,Vardo,US,1578277341,75,39.62,-77.74,273.71,2.1,1
279,Te Anau,NZ,1578277599,77,-45.41,167.72,279.56,5.33,60
280,Zambezi,ZM,1578277600,94,-13.55,23.12,292.74,0.89,100
281,Puerto Leguizamo,CO,1578277600,74,-0.19,-74.78,298.72,0.98,79
282,Ornskoldsvik,SE,1578277600,92,63.29,18.72,269.15,1.5,67
283,Banjar,ID,1578277363,66,-7.37,108.54,303.99,0.25,81
284,Broome,GB,1578277347,81,52.47,1.45,281.15,4.6,3
285,Honiara,SB,1578277373,79,-9.43,159.96,305.15,4.6,40
286,Los Llanos de Aridane,ES,1578277601,63,28.66,-17.92,291.15,3.6,40
287,Bonavista,CA,1578277393,96,48.65,-53.11,272.27,17.9,100
288,Lincoln,GB,1578277378,93,53.23,-0.54,281.15,4.6,75
289,Saint Anthony,US,1578277601,85,43.97,-111.68,270.15,4.1,90
290,Ulaanbaatar,MN,1578277601,83,47.92,106.92,250.15,1.0,0
291,Novomykolayivka,UA,1578277601,89,48.54,32.26,273.46,4.36,98
292,San Luis,AR,1578277602,53,-33.3,-66.34,292.07,11.3,62
293,Conde,BR,1578277351,80,-11.81,-37.61,300.1,6.28,100
294,Villa Bruzual,VE,1578277602,68,9.33,-69.12,297.63,3.74,13
295,West Odessa,US,1578277602,27,31.84,-102.48,284.15,3.1,1
296,Santander,PH,1578277494,66,9.42,123.33,303.15,5.1,20
297,Saint-Joseph,FR,1578277602,86,43.56,6.97,283.15,3.1,0
298,Flinders,AU,1578277603,73,-34.58,150.85,295.37,5.7,100
299,Sheltozero,RU,1578277603,68,61.37,35.37,268.61,6.81,47
300,Takoradi,GH,1578277174,58,4.89,-1.75,298.05,2.16,100
301,Chara,GR,1578277603,86,39.42,22.43,279.15,6.7,90
302,Cururupu,BR,1578277603,97,-1.82,-44.87,296.42,0.51,100
303,Nanning,CN,1578277603,83,22.83,108.3,294.15,4.0,40
304,Pathein,MM,1578277604,73,16.78,94.73,299.87,4.48,17
305,Comodoro Rivadavia,AR,1578277326,67,-45.87,-67.48,289.15,6.2,40
306,Faya,SA,1578277414,87,18.39,42.45,287.15,3.1,20
307,Russellville,US,1578277604,75,35.28,-93.13,281.48,1.77,1
308,Hasaki,JP,1578277361,42,35.73,140.83,283.15,6.2,20
309,Sur,OM,1578277396,81,22.57,59.53,292.82,5.2,88
310,Solnechnyy,RU,1578277605,85,50.72,136.64,259.95,1.06,0
311,Santa Cruz de Tenerife,ES,1578277605,93,28.47,-16.25,291.48,2.6,40
312,Vilyuysk,RU,1578277605,100,63.75,121.63,251.8,1.18,82
313,Vila Franca do Campo,PT,1578277605,93,37.72,-25.43,291.15,6.7,75
314,Ulagan,RU,1578277605,75,50.63,87.96,255.18,2.82,0
315,Fortuna,US,1578277320,81,40.6,-124.16,281.48,0.29,1
316,Morristown,US,1578277606,60,36.21,-83.29,280.15,3.1,1
317,Tilichiki,RU,1578277606,70,60.47,166.1,250.52,3.5,83
318,Nanortalik,GL,1578277326,71,60.14,-45.24,271.2,13.2,100
319,Itarema,BR,1578277606,87,-2.92,-39.92,297.68,1.93,43
320,Zyryanka,RU,1578277607,84,65.73,150.89,248.95,1.56,0
321,San,ML,1578277607,21,13.3,-4.9,288.61,3.75,41
322,Baiyin,CN,1578277607,85,36.55,104.13,271.48,3.0,90
323,Impfondo,CD,1578277607,42,1.62,18.06,293.52,0.9,35
324,Karasburg,NA,1578277607,63,-28.01,18.75,288.87,2.67,0
325,Harper,US,1578277379,43,30.3,-99.24,286.15,2.1,1
326,Westport,US,1578277607,50,41.14,-73.36,275.93,2.1,1
327,Serebryanyy Bor,RU,1578277608,88,56.8,124.8,259.8,0.68,100
328,Beringovskiy,RU,1578277172,80,63.05,179.32,251.88,7.17,94
329,Kuruman,ZA,1578277608,16,-27.46,23.43,295.04,3.75,0
330,Nyurba,RU,1578277424,98,63.29,118.35,255.54,1.53,99
331,Escanaba,US,1578277509,86,45.75,-87.06,273.15,6.2,90
332,Huarmey,PE,1578277341,79,-10.07,-78.15,293.49,0.96,38
333,Tulungagung,ID,1578277608,66,-8.06,111.9,303.2,2.35,15
334,Gazanjyk,TM,1578277609,79,39.24,55.52,272.93,1.11,0
335,Castro,CL,1578277308,81,-42.48,-73.76,284.15,2.1,90
336,Kashan,IR,1578277609,51,33.99,51.44,277.33,1.25,0
337,Fowa,NG,1578277609,22,8.92,6.4,298.61,1.07,86
338,San Jorge,PH,1578277609,67,11.98,124.82,301.04,4.24,48
339,Sao Joao da Barra,BR,1578277610,94,-21.64,-41.05,297.2,1.96,100
340,Bowen,AU,1578277610,62,-20.01,148.25,304.82,4.6,40
341,Coihaique,CL,1578277378,66,-45.58,-72.07,284.15,2.1,75
342,Kerman,IR,1578277610,80,30.29,57.06,274.15,4.1,0
343,Mukhen,RU,1578277610,80,48.19,136.14,260.47,0.58,33
344,San Juan del Sur,NI,1578277611,77,11.25,-85.87,300.55,10.91,34
345,Guadalupe y Calvo,MX,1578277611,38,26.09,-106.96,283.02,2.19,99
346,Awbari,LY,1578277611,33,26.59,12.77,278.36,2.64,0
347,Marica,BR,1578277611,88,-22.92,-42.82,298.15,2.6,75
348,La Palma,CO,1578277611,96,5.36,-74.39,293.11,1.16,86
349,Adrar,DZ,1578277339,38,27.87,-0.29,279.15,4.6,0
350,Gboko,NG,1578277612,24,7.32,9.0,294.87,2.96,79
351,Half Moon Bay,US,1578277612,87,37.46,-122.43,285.37,3.1,90
352,Iquitos,PE,1578277612,88,-3.75,-73.25,297.15,0.5,0
353,Havelock,US,1578277342,72,34.88,-76.9,280.15,1.63,1
354,Grand-Santi,GF,1578277612,99,4.27,-54.38,294.17,0.73,21
355,Wum,CM,1578277612,35,6.39,10.08,290.78,0.98,77
356,Umm Lajj,SA,1578277613,50,25.02,37.27,283.33,1.97,0
357,Sri Aman,MY,1578277613,94,1.24,111.46,298.15,0.5,75
358,Sorong,ID,1578277613,56,-0.86,131.25,305.43,2.35,72
359,Hervey Bay,AU,1578277613,58,-25.3,152.85,302.04,5.1,40
360,Strezhevoy,RU,1578277613,92,60.73,77.6,269.15,7.0,90
361,Bajil,ES,1578277613,82,38.23,-2.07,274.57,0.28,0
362,Mabaruma,GY,1578277328,98,8.2,-59.78,293.24,0.49,0
363,Santa Rosa,AR,1578277614,20,-36.62,-64.29,293.78,5.43,100
364,Shancheng,CN,1578277614,70,26.9,117.17,291.71,1.91,4
365,Qixingtai,CN,1578277614,96,30.41,111.89,277.59,4.76,100
366,Rincon,PA,1578277614,85,8.46,-82.28,292.04,1.79,34
367,Medea,DZ,1578277614,100,36.27,2.77,275.15,1.47,20
368,Esmeraldas,BR,1578277615,88,-19.76,-44.31,296.15,5.1,75
369,Chai Badan,TH,1578277615,42,15.2,101.13,308.15,3.11,0
370,Am Timan,TD,1578277615,32,11.04,20.28,290.08,2.49,0
371,Ilanskiy,RU,1578277615,93,56.24,96.06,270.57,4.24,100
372,Talas,KG,1578277376,34,42.52,72.24,270.07,1.49,100
